loc_id,weather,2017-02-01,2017-02-02,2017-02-03,2017-02-04,2017-02-05,2017-02-06,2017-02-07,2017-02-08,2017-02-09,2017-02-10,2017-02-11,2017-02-12,2017-02-13,2017-02-14,2017-02-15,2017-02-16,2017-02-17,2017-02-18,2017-02-19,2017-02-20,2017-02-21,2017-02-22,2017-02-23,2017-02-24,2017-02-25,2017-02-26,2017-02-27,2017-02-28,2017-03-01
51fa5362e943615c7b31d367b461fd2c,dewPoint,,,,,,,,,,,,,37.03,38.57,45.47,42.77,43.68,41.55,43.9,50.27,48.54,48.4,41.04,34.03,42.2,45.55,40.81,35.57,38.35
51fa5362e943615c7b31d367b461fd2c,humidity,,,,,,,,,,,,,0.89,0.86,0.92,0.89,0.88,0.93,0.9,0.88,0.89,0.9,0.81,0.78,0.86,0.86,0.89,0.88,0.85
51fa5362e943615c7b31d367b461fd2c,icon,,,,,,,,,,,,,clear-day,partly-cloudy-night,rain,partly-cloudy-night,partly-cloudy-day,clear-day,partly-cloudy-night,partly-cloudy-day,wind,rain,wind,partly-cloudy-day,rain,rain,partly-cloudy-day,rain,rain
51fa5362e943615c7b31d367b461fd2c,moonPhase,,,,,,,,,,,,,0.59,0.62,0.65,0.68,0.71,0.74,0.77,0.8,0.83,0.86,0.89,0.93,0.96,0.99,0.03,0.06,0.1
51fa5362e943615c7b31d367b461fd2c,precipIntensity,,,,,,,,,,,,,0,0,0.0032,0.0002,0,0,0,0,0,0.005,0.0056,0,0.0011,0.0013,0.0008,0.003,0.0008
51fa5362e943615c7b31d367b461fd2c,precipIntensityMax,,,,,,,,,,,,,0,0,0.0433,0.0056,0,0,0,0,0,0.0334,0.03,0,0.0111,0.0256,0.0156,0.0556,0.02
51fa5362e943615c7b31d367b461fd2c,precipIntensityMaxTime,,,,,,,,,,,,,,,1487188800,1487268000,,,,,,1487775600,1487815200,,1488052800,1488146400,1488207600,1488315600,1488409200
51fa5362e943615c7b31d367b461fd2c,precipProbability,,,,,,,,,,,,,0,0,0.71,0.25,0,0,0,0,0,0.67,0.66,0,0.52,0.64,0.57,0.74,0.61
51fa5362e943615c7b31d367b461fd2c,precipType,,,,,,,,,,,,,,,rain,rain,,,,,,rain,rain,,rain,rain,rain,rain,rain
51fa5362e943615c7b31d367b461fd2c,pressure,,,,,,,,,,,,,1024.27,1024.27,1027.07,1027.83,1026.9,1024.39,1020.79,1016.49,1013.77,1005.52,994.31,1014.48,1011.59,1004.28,988.75,986.65,996.63
51fa5362e943615c7b31d367b461fd2c,summary,,,,,,,,,,,,,Clear throughout the day.,Mostly cloudy starting in the afternoon.,Light rain in the evening.,Partly cloudy in the morning.,Mostly cloudy until afternoon.,Clear throughout the day.,Mostly cloudy starting in the evening.,Mostly cloudy throughout the day.,Mostly cloudy throughout the day and breezy starting in the evening.,"Light rain until afternoon, starting again overnight.",Windy and mostly cloudy until evening.,Partly cloudy until afternoon.,Light rain in the evening.,Breezy in the evening and light rain overnight.,Partly cloudy until evening.,Rain starting in the evening.,Light rain and breezy overnight.
51fa5362e943615c7b31d367b461fd2c,sunriseTime,,,,,,,,,,,,,1486970414,1487056698,1487142981,1487229262,1487315542,1487401821,1487488099,1487574375,1487660650,1487746924,1487833197,1487919470,1488005741,1488092011,1488178280,1488264549,1488350816
51fa5362e943615c7b31d367b461fd2c,sunsetTime,,,,,,,,,,,,,1487005802,1487092315,1487178828,1487265341,1487351854,1487438366,1487524878,1487611390,1487697902,1487784413,1487870924,1487957434,1488043945,1488130455,1488216964,1488303473,1488389982
51fa5362e943615c7b31d367b461fd2c,temperatureMax,,,,,,,,,,,,,48.83,50.94,53.2,51.6,53.19,48.09,51.68,61.45,54.5,53.54,50.56,46.85,50.57,52.67,49,44.54,47.87
51fa5362e943615c7b31d367b461fd2c,temperatureMaxTime,,,,,,,,,,,,,1486990800,1487080800,1487163600,1487253600,1487343600,1487433600,1487516400,1487592000,1487689200,1487757600,1487840400,1487952000,1488027600,1488114000,1488196800,1488286800,1488376800
51fa5362e943615c7b31d367b461fd2c,temperatureMin,,,,,,,,,,,,,36.96,36.06,43.73,41.78,42.99,40.39,39.9,48.63,48.67,48.81,39.31,36.82,40.36,47.2,36.55,35.15,35.94
51fa5362e943615c7b31d367b461fd2c,temperatureMinTime,,,,,,,,,,,,,1486969200,1487055600,1487142000,1487232000,1487289600,1487458800,1487462400,1487548800,1487656800,1487804400,1487890800,1487919600,1487984400,1488150000,1488236400,1488261600,1488351600
51fa5362e943615c7b31d367b461fd2c,time,,,,,,,,,,,,,1486944000,1487030400,1487116800,1487203200,1487289600,1487376000,1487462400,1487548800,1487635200,1487721600,1487808000,1487894400,1487980800,1488067200,1488153600,1488240000,1488326400
51fa5362e943615c7b31d367b461fd2c,visibility,,,,,,,,,,,,,3.4,4.91,5.33,6.88,7.15,4.68,6.18,6.85,7.34,6.46,7.08,7.63,7.38,7.26,7.43,7.25,7.19
51fa5362e943615c7b31d367b461fd2c,windBearing,,,,,,,,,,,,,83,118,185,237,245,210,242,258,246,249,260,281,215,220,208,241,246
51fa5362e943615c7b31d367b461fd2c,windSpeed,,,,,,,,,,,,,13.99,8.71,8.07,10.35,4.76,7.93,9.39,12.85,12.22,14.05,21.48,8.12,15.66,17.1,13,12.11,9.73
a35e427b4130be7b2a892e286f0ebb91,apparentTemperatureMax,,,,,,,,,,,,,42.58,52.5,52.68,52.66,55.48,54.58,53.73,63.5,55.8,56.63,52.55,45.61,50.74,52.86,43.84,39.73,44.24
a35e427b4130be7b2a892e286f0ebb91,apparentTemperatureMaxTime,,,,,,,,,,,,,1486990800,1487084400,1487163600,1487253600,1487340000,1487433600,1487516400,1487599200,1487685600,1487764800,1487836800,1487944800,1488031200,1488110400,1488157200,1488322800,1488380400
a35e427b4130be7b2a892e286f0ebb91,apparentTemperatureMin,,,,,,,,,,,,,32.06,32.93,40.54,39.86,40.4,39.02,36.06,46.05,50.82,51.78,35.88,31.13,38.88,43.11,32.11,29.35,36.22
a35e427b4130be7b2a892e286f0ebb91,apparentTemperatureMinTime,,,,,,,,,,,,,1486972800,1487044800,1487199600,1487214000,1487372400,1487390400,1487476800,1487563200,1487660400,1487804400,1487890800,1487919600,1487984400,1488067200,1488236400,1488265200,1488409200
a35e427b4130be7b2a892e286f0ebb91,cloudCover,,,,,,,,,,,,,0.04,0.3,0.48,0.35,0.27,0.42,0.53,0.6,0.78,0.92,0.58,0.19,0.68,0.81,0.46,0.47,0.61
a35e427b4130be7b2a892e286f0ebb91,dewPoint,,,,,,,,,,,,,37.42,38.28,45.67,42.58,42.87,41.59,42.91,49.89,48.77,48.73,39.99,32,42.12,46.19,41.36,35.14,39.18
a35e427b4130be7b2a892e286f0ebb91,humidity,,,,,,,,,,,,,0.82,0.77,0.89,0.83,0.81,0.83,0.85,0.85,0.85,0.83,0.71,0.65,0.82,0.84,0.87,0.8,0.8
a35e427b4130be7b2a892e286f0ebb91,icon,,,,,,,,,,,,,clear-day,partly-cloudy-night,partly-cloudy-day,partly-cloudy-day,partly-cloudy-day,cloudy,partly-cloudy-day,partly-cloudy-day,wind,wind,wind,partly-cloudy-day,cloudy,partly-cloudy-day,partly-cloudy-day,partly-cloudy-day,wind
a35e427b4130be7b2a892e286f0ebb91,moonPhase,,,,,,,,,,,,,0.59,0.62,0.65,0.68,0.71,0.74,0.77,0.8,0.83,0.86,0.89,0.93,0.96,0.99,0.03,0.06,0.1
a35e427b4130be7b2a892e286f0ebb91,precipType,,,,,,,,,,,,,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain
a35e427b4130be7b2a892e286f0ebb91,pressure,,,,,,,,,,,,,1021.91,1023.32,1027.79,1029.46,1027.77,1025.17,1022.39,1018.64,1015.91,1008.27,998.19,1015.88,1013.64,1005.92,990.31,988.57,998.26
a35e427b4130be7b2a892e286f0ebb91,summary,,,,,,,,,,,,,Clear throughout the day.,"Mostly cloudy starting in the afternoon, continuing until evening.",Mostly cloudy until evening.,Partly cloudy until evening.,Partly cloudy until afternoon.,Overcast until afternoon.,Mostly cloudy until evening.,Mostly cloudy until evening.,Mostly cloudy until evening and breezy overnight.,Breezy in the morning and mostly cloudy until evening.,Windy and mostly cloudy until evening.,Partly cloudy until afternoon.,Overcast until evening.,Mostly cloudy until evening.,Mostly cloudy throughout the day.,Mostly cloudy until evening.,Mostly cloudy throughout the day and breezy overnight.
a35e427b4130be7b2a892e286f0ebb91,sunriseTime,,,,,,,,,,,,,1486970367,1487056654,1487142940,1487229224,1487315508,1487401789,1487488070,1487574350,1487660628,1487746905,1487833181,1487919457,1488005731,1488092004,1488178276,1488264548,1488350819
a35e427b4130be7b2a892e286f0ebb91,sunsetTime,,,,,,,,,,,,,1487005961,1487092471,1487178981,1487265491,1487352001,1487438510,1487525019,1487611528,1487698036,1487784544,1487871052,1487957560,1488044067,1488130574,1488217080,1488303586,1488390092
a35e427b4130be7b2a892e286f0ebb91,temperatureMax,,,,,,,,,,,,,48.71,52.5,52.68,52.66,55.48,54.58,53.73,63.5,55.8,56.63,52.55,49.45,50.74,52.86,48.78,46.74,48.56
a35e427b4130be7b2a892e286f0ebb91,temperatureMaxTime,,,,,,,,,,,,,1486990800,1487084400,1487163600,1487253600,1487340000,1487433600,1487516400,1487599200,1487685600,1487764800,1487836800,1487944800,1488031200,1488110400,1488157200,1488322800,1488380400
a35e427b4130be7b2a892e286f0ebb91,temperatureMin,,,,,,,,,,,,,39.72,38.64,45.01,43.84,43.78,42.91,40.75,49.85,50.82,51.78,42.69,37.87,43.55,48.89,38.78,35.7,42.68
a35e427b4130be7b2a892e286f0ebb91,temperatureMinTime,,,,,,,,,,,,,1486969200,1487055600,1487199600,1487224800,1487372400,1487390400,1487476800,1487563200,1487660400,1487804400,1487890800,1487919600,1487980800,1488067200,1488236400,1488265200,1488351600
a35e427b4130be7b2a892e286f0ebb91,time,,,,,,,,,,,,,1486944000,1487030400,1487116800,1487203200,1487289600,1487376000,1487462400,1487548800,1487635200,1487721600,1487808000,1487894400,1487980800,1488067200,1488153600,1488240000,1488326400
a35e427b4130be7b2a892e286f0ebb91,visibility,,,,,,,,,,,,,3.29,5.54,5.08,6.97,6.72,4.7,5.71,6.44,6.84,6.94,7.22,7.85,7.18,6.42,7.06,7.5,7.33
a35e427b4130be7b2a892e286f0ebb91,windBearing,,,,,,,,,,,,,81,109,185,239,241,207,247,256,252,247,258,282,219,222,215,246,243
a35e427b4130be7b2a892e286f0ebb91,windSpeed,,,,,,,,,,,,,14.25,7.8,5.84,7.89,5.07,6.33,7.67,11.16,12.36,16.97,21.64,7.96,13.81,15.4,11.76,11.61,10.24
f69e492442cd452124c75e6805d8e37d,apparentTemperatureMax,,,,,,,,,,,,,,,,,52.68,44.8,52.12,57.47,53.71,53.48,50.22,42.97,43.25,50.96,39.48,36.52,42.6
f69e492442cd452124c75e6805d8e37d,apparentTemperatureMaxTime,,,,,,,,,,,,,,,,,1487343600,1487433600,1487512800,1487599200,1487692800,1487761200,1487822400,1487944800,1488031200,1488124800,1488189600,1488312000,1488376800
f69e492442cd452124c75e6805d8e37d,apparentTemperatureMin,,,,,,,,,,,,,,,,,39.23,36.17,39.54,45.06,45.43,50.06,32.19,29.5,36.49,40.71,30.04,27.81,31.88
f69e492442cd452124c75e6805d8e37d,apparentTemperatureMinTime,,,,,,,,,,,,,,,,,1487372400,1487404800,1487466000,1487556000,1487656800,1487797200,1487890800,1487919600,1487980800,1488150000,1488232800,1488261600,1488405600
f69e492442cd452124c75e6805d8e37d,cloudCover,,,,,,,,,,,,,,,,,0.62,0.71,0.79,0.88,0.93,0.9,0.7,0.43,0.98,0.83,0.62,0.63,0.71
f69e492442cd452124c75e6805d8e37d,dewPoint,,,,,,,,,,,,,,,,,42.85,42.23,44.84,49.6,48.62,48.39,40.02,33.39,43.24,44.49,38.91,35.73,37.92
f69e492442cd452124c75e6805d8e37d,humidity,,,,,,,,,,,,,,,,,0.89,0.94,0.9,0.9,0.91,0.88,0.79,0.74,0.88,0.87,0.88,0.88,0.84
f69e492442cd452124c75e6805d8e37d,icon,,,,,,,,,,,,,,,,,partly-cloudy-day,partly-cloudy-day,partly-cloudy-day,partly-cloudy-day,cloudy,partly-cloudy-day,wind,partly-cloudy-day,cloudy,partly-cloudy-day,partly-cloudy-day,partly-cloudy-day,wind
f69e492442cd452124c75e6805d8e37d,moonPhase,,,,,,,,,,,,,,,,,0.71,0.74,0.77,0.8,0.83,0.86,0.89,0.93,0.96,0.99,0.03,0.06,0.1
f69e492442cd452124c75e6805d8e37d,precipIntensity,,,,,,,,,,,,,,,,,0,0,0,0,0.2233,0,0.1825,0,0.3563,0.1283,0.0371,0.7963,1.1238
f69e492442cd452124c75e6805d8e37d,precipIntensityMax,,,,,,,,,,,,,,,,,0,0,0,0,5.36,0,4.38,,8.55,3.08,0.89,10.22,10.22
f69e492442cd452124c75e6805d8e37d,precipIntensityMaxTime,,,,,,,,,,,,,,,,,,,,,1487692800,,1487840400,,1488045600,1488106800,1488193200,1488301200,1488409200
f69e492442cd452124c75e6805d8e37d,precipProbability,,,,,,,,,,,,,,,,,0,0,0,0,0.98,0,0.97,0,0.98,0.97,0.93,0.98,0.98
f69e492442cd452124c75e6805d8e37d,precipType,,,,,,,,,,,,,,,,,,,,,rain,,rain,,rain,rain,rain,rain,rain
f69e492442cd452124c75e6805d8e37d,pressure,,,,,,,,,,,,,,,,,1027.33,1024.25,1021.71,1018.63,1015.05,1006.98,997.14,1015.82,1010.93,1003.37,988.05,987.84,997.68
f69e492442cd452124c75e6805d8e37d,summary,,,,,,,,,,,,,,,,,Mostly cloudy throughout the day.,Mostly cloudy throughout the day.,Mostly cloudy throughout the day.,Mostly cloudy throughout the day.,Overcast throughout the day.,Mostly cloudy throughout the day.,Windy and mostly cloudy until evening.,Mostly cloudy throughout the day.,Overcast throughout the day.,Mostly cloudy throughout the day.,Mostly cloudy throughout the day.,Mostly cloudy throughout the day.,Mostly cloudy until evening and breezy overnight.
f69e492442cd452124c75e6805d8e37d,sunriseTime,,,,,,,,,,,,,,,,,1487315978,1487402257,1487488534,1487574811,1487661086,1487747360,1487833633,1487919906,1488006177,1488092447,1488178716,1488264985,1488351253
f69e492442cd452124c75e6805d8e37d,sunsetTime,,,,,,,,,,,,,,,,,1487352294,1487438806,1487525318,1487611830,1487698342,1487784853,1487871364,1487957874,1488044384,1488130894,1488217404,1488303913,1488390422
f69e492442cd452124c75e6805d8e37d,temperatureMax,,,,,,,,,,,,,,,,,52.68,48.33,52.12,57.47,53.71,53.48,50.22,46.98,49.25,50.96,45.41,43.78,47
f69e492442cd452124c75e6805d8e37d,temperatureMaxTime,,,,,,,,,,,,,,,,,1487343600,1487433600,1487512800,1487599200,1487692800,1487761200,1487822400,1487944800,1488031200,1488124800,1488189600,1488312000,1488376800
f69e492442cd452124c75e6805d8e37d,temperatureMin,,,,,,,,,,,,,,,,,42.08,41.17,43.42,48.58,48.74,50.06,39.05,35.84,42.11,45.47,35.94,32.71,38.53
f69e492442cd452124c75e6805d8e37d,temperatureMinTime,,,,,,,,,,,,,,,,,1487368800,1487404800,1487487600,1487556000,1487656800,1487797200,1487890800,1487919600,1487980800,1488150000,1488236400,1488265200,1488340800
f69e492442cd452124c75e6805d8e37d,time,,,,,,,,,,,,,,,,,1487289600,1487376000,1487462400,1487548800,1487635200,1487721600,1487808000,1487894400,1487980800,1488067200,1488153600,1488240000,1488326400
f69e492442cd452124c75e6805d8e37d,visibility,,,,,,,,,,,,,,,,,6.95,3.92,6.75,7.24,7.56,8.16,8.49,8.95,8.02,8.36,8.42,8.1,8.37
f69e492442cd452124c75e6805d8e37d,windBearing,,,,,,,,,,,,,,,,,214,201,234,252,240,252,264,276,214,219,211,249,242
f69e492442cd452124c75e6805d8e37d,windSpeed,,,,,,,,,,,,,,,,,4.37,6.62,7.04,9.59,11.14,14.2,18.24,6.98,14.41,13.64,9.49,10.05,8.37
58f7d1d3ce8cc4e808bf840b56714b38,apparentTemperatureMax,,,,,,,43.54,44.66,31.84,31,28.82,31.82,51.61,44.88,52.17,52.12,46.4,52.32,51.51,53.29,51.59,51.96,50.15,44.38,43.38,50.49,40.71,38.62,36.95
58f7d1d3ce8cc4e808bf840b56714b38,apparentTemperatureMaxTime,,,,,,,1486468800,1486562400,1486648800,1486735200,1486821600,1486940400,1486994400,1487088000,1487170800,1487253600,1487336400,1487426400,1487516400,1487599200,1487682000,1487772000,1487829600,1487948400,1488024000,1488117600,1488153600,1488297600,1488394800
58f7d1d3ce8cc4e808bf840b56714b38,apparentTemperatureMin,,,,,,,33.36,31.07,24.82,24.88,24.57,26.38,31.84,33.04,41.54,36.05,38.95,37.98,38.86,43.51,42.77,41.35,33.7,32.16,39.05,40.56,30.05,28.41,34.98
58f7d1d3ce8cc4e808bf840b56714b38,apparentTemperatureMinTime,,,,,,,1486508400,1486591200,1486620000,1486760400,1486771200,1486893600,1486944000,1487048400,1487199600,1487228400,1487293200,1487386800,1487480400,1487631600,1487646000,1487736000,1487890800,1487901600,1487995200,1488106800,1488225600,1488240000,1488409200
58f7d1d3ce8cc4e808bf840b56714b38,cloudCover,,,,,,,0.35,0.46,0.6,0.69,,,0.13,0.71,0.53,0.41,0.18,0,,0.89,0.82,0.77,0.52,0.07,,,0.51,0.4,0.5
58f7d1d3ce8cc4e808bf840b56714b38,dewPoint,,,,,,,40.03,36.53,31.28,30.5,29.57,33.28,38.39,42.93,46.08,43.15,43.46,44.15,46.16,49.1,48.28,48.35,39.78,35.39,43.85,45.37,38.44,35.94,39.18
58f7d1d3ce8cc4e808bf840b56714b38,humidity,,,,,,,0.88,0.87,0.84,0.84,0.82,0.86,0.77,0.93,0.93,0.91,0.94,0.93,0.93,0.96,0.93,0.92,0.77,0.74,0.86,0.9,0.88,0.81,0.85
58f7d1d3ce8cc4e808bf840b56714b38,icon,,,,,,,partly-cloudy-night,partly-cloudy-night,partly-cloudy-night,partly-cloudy-day,clear-day,partly-cloudy-night,partly-cloudy-day,fog,partly-cloudy-day,partly-cloudy-day,fog,fog,fog,fog,wind,partly-cloudy-day,wind,partly-cloudy-day,clear-day,clear-day,partly-cloudy-night,partly-cloudy-day,wind
58f7d1d3ce8cc4e808bf840b56714b38,moonPhase,,,,,,,0.38,0.41,0.45,0.49,0.52,0.55,0.59,0.62,0.65,0.68,0.71,0.74,0.77,0.8,0.83,0.86,0.89,0.93,0.96,0.99,0.03,0.06,0.1
58f7d1d3ce8cc4e808bf840b56714b38,precipType,,,,,,,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain
58f7d1d3ce8cc4e808bf840b56714b38,pressure,,,,,,,1014.86,1026.9,1025.88,1023.93,1024.41,1020.48,1015.95,1019.85,1026.46,1030.23,1027.73,1024.23,1023.73,1022.06,1018.6,1011.44,1003.21,1018,1012.78,1005.49,989.44,991.25,999.91
58f7d1d3ce8cc4e808bf840b56714b38,summary,,,,,,,Partly cloudy in the morning.,Mostly cloudy throughout the day.,Mostly cloudy throughout the day.,Mostly cloudy until afternoon.,Clear throughout the day.,Mostly cloudy in the morning.,Partly cloudy until afternoon.,Foggy starting in the evening.,Partly cloudy throughout the day.,Mostly cloudy throughout the day.,Foggy overnight.,Foggy in the morning.,Foggy overnight.,Foggy in the morning.,Mostly cloudy throughout the day and breezy overnight.,Mostly cloudy until evening.,"Windy until afternoon and mostly cloudy starting in the afternoon, continuing until evening.",Partly cloudy in the afternoon.,Clear throughout the day.,Clear throughout the day.,Mostly cloudy in the morning.,Partly cloudy until evening.,Partly cloudy throughout the day and breezy overnight.
58f7d1d3ce8cc4e808bf840b56714b38,sunriseTime,,,,,,,1486453301,1486539601,1486625898,1486712195,1486798490,1486884783,1486971075,1487057365,1487143654,1487229942,1487316228,1487402514,1487488798,1487575080,1487661362,1487747643,1487833922,1487920201,1488006478,1488092755,1488179030,1488265305,1488351579
58f7d1d3ce8cc4e808bf840b56714b38,sunsetTime,,,,,,,1486487850,1486574357,1486660864,1486747371,1486833879,1486920386,1487006893,1487093399,1487179906,1487266412,1487352919,1487439425,1487525930,1487612436,1487698941,1487785446,1487871950,1487958454,1488044958,1488131462,1488217965,1488304468,1488390970
58f7d1d3ce8cc4e808bf840b56714b38,temperatureMax,,,,,,,47.91,46.73,39.22,38.06,36.03,41.08,51.61,48.23,52.17,52.12,49.45,52.32,51.51,53.29,51.59,51.96,50.15,48.37,49.74,50.49,45.67,46.38,45.16
58f7d1d3ce8cc4e808bf840b56714b38,temperatureMaxTime,,,,,,,1486468800,1486562400,1486648800,1486735200,1486821600,1486940400,1486994400,1487088000,1487170800,1487253600,1487336400,1487426400,1487516400,1487599200,1487682000,1487772000,1487829600,1487948400,1488024000,1488117600,1488153600,1488297600,1488394800
58f7d1d3ce8cc4e808bf840b56714b38,temperatureMin,,,,,,,38.22,36.6,31.68,31.1,30.65,35.06,41.23,41.22,46.17,39.63,40.72,43.12,43.9,48.63,48.52,48.63,40.97,37.09,45.18,45.64,37.08,34.85,41.3
58f7d1d3ce8cc4e808bf840b56714b38,temperatureMinTime,,,,,,,1486508400,1486594800,1486620000,1486764000,1486771200,1486857600,1486944000,1487048400,1487199600,1487228400,1487311200,1487386800,1487462400,1487631600,1487646000,1487736000,1487890800,1487919600,1487980800,1488150000,1488236400,1488265200,1488351600
58f7d1d3ce8cc4e808bf840b56714b38,time,,,,,,,1486425600,1486512000,1486598400,1486684800,1486771200,1486857600,1486944000,1487030400,1487116800,1487203200,1487289600,1487376000,1487462400,1487548800,1487635200,1487721600,1487808000,1487894400,1487980800,1488067200,1488153600,1488240000,1488326400
58f7d1d3ce8cc4e808bf840b56714b38,visibility,,,,,,,7.15,7.79,6,4.77,6.66,5.17,5.16,2.64,5.43,6.64,5.19,3.24,5.01,3.58,4.62,4.33,7.4,8.55,7.28,6.57,7.45,7.91,6.83
58f7d1d3ce8cc4e808bf840b56714b38,windBearing,,,,,,,267,353,77,45,16,59,85,104,189,240,170,143,260,273,260,253,270,279,215,222,229,271,256
58f7d1d3ce8cc4e808bf840b56714b38,windSpeed,,,,,,,5.7,3.68,10.42,10.54,9.01,15.86,19.54,11.7,6.58,6.18,4.71,5.97,8.16,10.68,15.61,19.23,20.78,7.3,15.62,13.98,11.39,14.71,9.83
